sec,value
5797,95
5798,98
5799,97
5800,100
5801,104
5802,103
5803,106
5804,108
5805,106
5806,103
5807,99
5808,100
5809,102
5810,104
5811,105
5812,106
5813,104
5814,105
5815,106
5816,106
5817,104
5818,105
5819,103
5820,102
5821,103
5822,106
5823,105
5824,103
5825,99
5826,97
5827,101
5828,103
5829,102
5830,100
5831,94
5832,91
5833,92
5834,93
5835,93
5836,96
5837,92
5838,88
5839,91
5840,95
5841,99
5842,103
5843,104
5844,106
5845,106
5846,103
5847,101
5848,102
5849,104
5850,109
5851,110
5852,112
5853,111
5854,110
5855,109
5856,110
5857,111
5858,112
5859,110
5860,110
5861,108
5862,105
5863,106
5864,108
5865,110
5866,109
5867,113
5868,114
5869,112
5870,110
5871,107
5872,104
5873,99
5874,98
5875,99
5876,98
5877,97
5878,95
5879,89
5880,88
5881,86
5882,82
5883,78
5884,75
5885,76
5886,83
5887,84
5888,84
5889,84
5890,81
5891,82
5892,85
5893,84
5894,83
5895,82
5896,80
5897,79
5898,79
5899,80
5900,83
5901,80
5902,81
5903,80
5904,78
5905,77
5906,78
5907,80
5908,79
5909,80
5910,87
5911,96
5912,97
5913,97
5914,94
5915,93
5916,94
5917,95
5918,96
5919,95
5920,94
5921,97
5922,98
5923,99
5924,98
5925,100
5926,95
5927,97
5928,99
5929,99
5930,98
5931,98
5932,99
5933,103
5934,105
5935,111
5936,113
5937,113
5938,110
5939,107
5940,105
5941,108
5942,107
5943,108
5944,109
5945,108
5946,107
5947,104
5948,103
5949,102
5950,102
5951,103
5952,105
5953,107
5954,111
5955,113
5956,116
5957,117
5958,115
5959,112
5960,111
5961,110
5962,109
5963,105
5964,107
5965,108
5966,107
5967,105
5968,102
5969,101
5970,100
5971,98
5972,93
5973,89
5974,87
5975,89
5976,91
5977,88
5978,85
5979,82
5980,80
5981,82
5982,83
5983,86
5984,89
5985,91
5986,89
5987,83
5988,84
5989,85
5990,84
5991,86
5992,85
5993,84
5994,84
5995,83
5996,84
5997,85
5998,87
5999,88
6000,90
6001,91
6002,86
6003,74
6004,75
6005,76
6006,76
6007,77
6008,78
6009,79
6010,81
6011,80
6012,78
6013,76
6014,74
6015,71
6016,72
6017,71
6018,71
6019,72
6020,71
6021,69
6022,68
6023,67
6024,69
6025,71
6026,72
6027,70
6028,70
6029,69
6030,70
6031,72
6032,72
6033,71
6034,72
6035,72
6036,73
6037,72
6038,69
6039,68
6040,67
6041,66
6042,65
6043,64
6044,63
6045,64
6046,65
6047,66
6048,67
6049,67
6050,68
6051,69
6052,70
6053,72
6054,73
6055,72
6056,71
6057,70
6058,69
6059,66
6060,65
6061,65
6062,65
6063,66
6064,67
6065,68
6066,67
6067,69
6068,70
6069,71
6070,70
6071,68
6072,70
6073,72
6074,74
6075,73
6076,72
6077,71
6078,70
6079,70
6080,73
6081,73
6082,74
6083,72
6084,73
6085,75
6086,77
6087,74
6088,73
6089,74
6090,75
6091,76
6092,77
6093,79
6094,78
6095,77
6096,74
6097,70
6098,70
6099,70
6100,72
6101,72
6102,70
6103,71
6104,72
6105,71
6106,72
6107,73
6108,75
6109,76
6110,75
6111,74
6112,73
6113,72
6114,72
6115,71
6116,70
6117,70
6118,69
6119,71
6120,74
6121,79
6122,75
6123,77
6124,78
6125,76
6126,77
6127,78
6128,79
6129,78
6130,77
6131,78
6132,79
6133,81
6134,80
6135,77
6136,76
6137,77
6138,78
6139,79
6140,80
6141,81
6142,82
6143,81
6144,80
6145,79
6146,78
6147,77
6148,76
6149,78
6150,80
6151,78
6152,78
6153,78
6154,77
6155,77
6156,77
6157,76
6158,75
6159,74
6160,75
6161,76
6162,76
6163,77
6164,77
6165,77
6166,78
6167,77
6168,75
6169,74
6170,74
6171,75
6172,76
6173,75
6174,74
6175,72
6176,73
6177,74
6178,75
6179,76
6180,75
6181,76
6182,75
6183,76
6184,77
6185,78
6186,78
6187,79
6188,80
6189,79
6190,76
6191,75
6192,74
6193,75
6194,74
6195,75
6196,76
6197,76
6198,76
6199,77
6200,77
6201,77
6202,77
6203,76
6204,75
6205,74
6206,75
6207,75
6208,74
6209,73
6210,72
6211,73
6212,74
6213,75
6214,76
6215,77
6216,78
6217,78
6218,79
6219,78
6220,78
6221,79
6222,80
6223,81
6224,80
6225,79
6226,78
6227,79
6228,80
6229,79
6230,76
6231,75
6232,76
6233,75
6234,74
6235,75
6236,76
6237,77
6238,78
6239,77
6240,79
6241,81
6242,83
6243,87
6244,87
6245,88
6246,89
6247,89
6248,88
6249,89
6250,90
6251,90
6252,91
6253,92
6254,91
6255,90
6256,89
6257,90
6258,91
6259,91
6260,92
6261,94
6262,95
6263,96
6264,95
6265,89
6266,80
6267,79
6268,80
6269,85
6270,87
6271,86
6272,83
6273,81
6274,82
6275,82
6276,81
6277,78
6278,77
6279,76
6280,78
6281,79
6282,80
6283,80
6284,80
6285,81
6286,83
6287,84
6288,82
6289,80
6290,78
6291,80
6292,80
6293,82
6294,85
6295,91
6296,92
6297,89
6298,89
6299,87
6300,83
6301,80
6302,77
6303,77
6304,78
6305,77
6306,78
6307,77
6308,77
6309,79
6310,77
6311,77
6312,78
6313,79
6314,79
6315,79
6316,78
6317,77
6318,75
6319,73
6320,74
6321,74
6322,81
6323,86
6324,85
6325,85
6326,84
6327,84
6328,83
6329,84
6330,85
6331,84
6332,84
6333,83
6334,84
6335,86
6336,87
6337,88
6338,89
6339,86
6340,81
6341,76
6342,77
6343,78
6344,77
6345,76
6346,75
6347,74
6348,73
6349,74
6350,75
6351,76
6352,77
6353,76
6354,75
6355,76
6356,76
6357,77
6358,79
6359,80
6360,80
6361,80
6362,79
6363,78
6364,80
6365,80
6366,81
6367,82
6368,80
6369,80
6370,79
6371,78
6372,75
6373,74
6374,75
6375,76
6376,76
6377,75
6378,74
6379,76
6380,77
6381,76
6382,74
6383,73
6384,73
6385,73
6386,73
6387,73
6388,73
6389,72
6390,71
6391,72
6392,73
6393,72
6394,72
6395,71
6396,71
6397,72
6398,71
6399,71
6400,73
6401,74
6402,75
6403,76
6404,77
6405,78
6406,77
6407,72
6408,71
6409,70
6410,72
6411,73
6412,74
6413,75
6414,75
6415,75
6416,73
6417,71
6418,72
6419,74
6420,76
6421,77
6422,77
6423,76
6424,75
6425,73
6426,72
6427,72
6428,72
6429,71
6430,70
6431,71
6432,72
6433,71
6434,70
6435,71
6436,70
6437,71
6438,70
6439,69
6440,70
6441,70
6442,66
6443,66
6444,65
6445,66
6446,67
6447,68
6448,67
6449,66
6450,64
6451,67
6452,68
6453,68
6454,67
6455,67
6456,67
6457,67
6458,68
6459,67
6460,66
6461,65
6462,66
6463,67
6464,67
6465,72
6466,84
6467,85
6468,84
6469,84
6470,85
6471,86
6472,88
6473,88
6474,88
6475,89
6476,88
6477,88
6478,87
6479,87
6480,88
6481,88
6482,87
6483,87
6484,88
6485,89
6486,90
6487,93
6488,95
6489,97
6490,102
6491,106
6492,105
6493,105
6494,104
6495,103
6496,102
6497,102
6498,102
6499,102
6500,101
6501,100
6502,99
6503,100
6504,99
6505,100
6506,99
6507,99
6508,100
6509,101
6510,103
6511,102
6512,99
6513,98
6514,94
6515,91
6516,92
6517,93
6518,94
6519,93
6520,92
6521,93
6522,93
6523,90
6524,81
6525,80
6526,79
6527,80
6528,79
6529,79
6530,80
6531,81
6532,81
6533,81
6534,80
6535,79
6536,77
6537,75
6538,74
6539,73
6540,74
6541,74
6542,73
6543,72
6544,73
6545,72
6546,71
6547,72
6548,73
6549,72
6550,71
6551,71
6552,71
6553,70
6554,71
6555,72
6556,71
6557,70
6558,71
6559,71
6560,72
6561,72
6562,72
6563,73
6564,72
6565,70
6566,66
6567,63
6568,62
6569,61
6570,61
6571,60
6572,61
6573,60
6574,59
6575,60
6576,61
6577,60
6578,60
6579,61
6580,62
6581,63
6582,65
6583,67
6584,68
6585,67
6586,74
6587,77
6588,77
6589,75
6590,74
6591,70
6592,70
6593,71
6594,73
6595,73
6596,73
6597,73
6598,72
6599,72
6600,71
6601,70
6602,71
6603,70
6604,69
6605,69
6606,70
6607,71
6608,72
6609,73
6610,73
6611,72
6612,71
6613,70
6614,68
6615,70
6616,69
6617,69
6618,70
6619,70
6620,69
6621,67
6622,64
6623,55
6624,51
6625,63
6626,69
6627,73
6628,74
6629,74
6630,74
6631,75
6632,75
6633,75
6634,76
6635,76
6636,77
6637,78
6638,78
6639,78
6640,78
6641,79
6642,80
6643,82
6644,82
6645,83
6646,84
6647,82
6648,82
6649,80
6650,80
6651,81
6652,81
6653,79
6654,77
6655,76
6656,77
6657,76
6658,75
6659,74
6660,71
6661,69
6662,67
6663,66
6664,66
6665,66
6666,68
6667,69
6668,86
6669,91
6670,90
6671,89
6672,84
6673,79
6674,76
6675,77
6676,77
6677,76
6678,76
6679,76
6680,73
6681,70
6682,71
6683,70
6684,70
6685,68
6686,69
6687,70
6688,70
6689,71
6690,71
6691,74
6692,75
6693,75
6694,77
6695,77
6696,78
6697,75
6698,74
6699,74
6700,74
6701,74
6702,81
6703,82
6704,81
6705,82
6706,80
6707,75
6708,74
6709,69
6710,65
6711,67
6712,68
6713,68
6714,68
6715,69
6716,70
6717,66
6718,67
6719,67
6720,71
6721,73
6722,71
6723,69
6724,70
6725,70
6726,70
6727,71
6728,71
6729,73
6730,75
6731,70
6732,70
6733,69
6734,70
6735,71
6736,72
6737,75
6738,76
6739,77
6740,80
6741,82
6742,84
6743,84
6744,85
6745,85
6746,84
6747,83
6748,92
6749,93
6750,93
6751,93
6752,92
6753,92
6754,90
6755,84
6756,82
6757,81
6758,77
6759,72
6760,70
6761,69
6762,70
6763,70
6764,71
6765,71
6766,72
6767,71
6768,71
6769,72
6770,73
6771,72
6772,73
6773,74
6774,75
6775,76
6776,74
6777,72
6778,71
6779,70
6780,71
6781,71
6782,71
6783,71
6784,71
6785,70
6786,71
6787,70
6788,71
6789,70
6790,68
6791,67
6792,65
6793,64
6794,63
6795,62
6796,63
6797,62
6798,62
6799,60
6800,59
6801,58
6802,57
6803,56
6804,57
6805,59
6806,61
6807,62
6808,63
6809,62
6810,63
6811,64
6812,64
6813,65
6814,66
6815,67
6816,66
6817,65
6818,63
6819,64
6820,63
6821,61
6822,61
6823,60
6824,58
6825,58
6826,59
6827,58
6828,59
6829,60
6830,60
6831,61
6832,62
6833,63
6834,64
6835,65
6836,67
6837,68
6838,70
6839,71
6840,73
6841,75
6842,78
6843,84
6844,88
6845,90
6846,93
6847,93
6848,92
6849,91
6850,90
6851,87
6852,83
6853,81
6854,80
6855,76
6856,73
6857,70
6858,70
6859,67
6860,70
6861,72
6862,71
6863,71
6864,78
6865,79
6866,78
6867,77
6868,78
6869,76
6870,72
6871,69
6872,70
6873,72
6874,72
6875,73
6876,73
6877,74
6878,73
6879,74
6880,74
6881,75
6882,73
6883,74
6884,76
6885,79
6886,78
6887,78
6888,79
6889,80
6890,79
6891,80
6892,80
6893,83
6894,87
6895,89
6896,91
6897,87
6898,86
6899,85
6900,84
6901,85
6902,86
6903,86
6904,87
6905,89
6906,88
6907,86
6908,85
6909,83
6910,76
6911,74
6912,75
6913,74
6914,72
6915,73
6916,73
6917,75
6918,74
6919,75
6920,76
6921,78
6922,81
6923,85
6924,91
6925,96
6926,99
6927,103
6928,104
6929,105
6930,106
6931,112
6932,121
6933,124
6934,122
6935,125
6936,128
6937,126
6938,127
6939,126
6940,124
6941,121
6942,125
6943,129
6944,131
6945,134
6946,135
6947,134
6948,132
6949,131
6950,128
6951,129
6952,128
6953,125
6954,124
6955,120
6956,115
6957,113
6958,96
6959,81
6960,79
6961,76
6962,72
6963,69
6964,71
6965,73
6966,75
6967,75
6968,74
6969,79
6970,82
6971,81
6972,79
6973,81
6974,82
6975,82
6976,82
6977,80
6978,80
6979,80
6980,84
6981,88
6982,91
6983,92
6984,93
6985,97
6986,97
6987,94
6988,93
6989,92
6990,89
6991,88
6992,89
6993,93
6994,93
6995,95
6996,96
6997,97
6998,98
6999,99
7000,98
7001,97
7002,94
7003,93
7004,91
7005,89
7006,88
7007,89
7008,90
7009,91
7010,90
7011,89
7012,87
7013,85
7014,86
7015,88
7016,90
7017,90
7018,91
7019,88
7020,87
7021,86
7022,85
7023,86
7024,85
7025,83
7026,81
7027,80
7028,81
7029,80
7030,79
7031,73
7032,72
7033,73
7034,75
7035,76
7036,73
7037,65
7038,60
7039,61
7040,64
7041,65
7042,66
7043,67
7044,70
7045,74
7046,74
7047,74
7048,74
7049,75
7050,74
7051,74
7052,75
7053,74
7054,75
7055,75
7056,74
7057,73
7058,72
7059,71
7060,73
7061,73
7062,72
7063,70
7064,69
7065,69
7066,70
7067,70
7068,71
7069,70
7070,69
7071,68
7072,69
7073,70
7074,70
7075,70
7076,71
7077,73
7078,72
7079,73
7080,74
7081,79
7082,83
7083,81
7084,73
7085,74
7086,75
7087,76
7088,77
7089,78
7090,78
7091,77
7092,75
7093,72
7094,71
7095,72
7096,73
7097,74
7098,76
7099,77
7100,76
7101,75
7102,75
7103,76
7104,77
7105,78
7106,79
7107,79
7108,80
7109,80
7110,79
7111,77
7112,78
7113,79
7114,80
7115,80
7116,81
7117,84
7118,85
7119,86
7120,88
7121,89
7122,88
7123,88
7124,89
7125,90
7126,90
7127,90
7128,89
7129,88
7130,88
7131,86
7132,84
7133,84
7134,84
7135,84
7136,84
7137,86
7138,88
7139,86
7140,90
7141,92
7142,91
7143,90
7144,89
7145,88
7146,89
7147,88
7148,90
7149,91
7150,92
7151,91
7152,90
7153,89
7154,89
7155,92
7156,91
7157,95
7158,95
7159,94
7160,91
7161,90
7162,92
7163,93
7164,92
7165,90
7166,88
7167,86
7168,86
7169,85
7170,86
7171,81
7172,81
7173,80
7174,79
7175,77
7176,75
7177,76
7178,76
7179,78
7180,81
7181,82
7182,82
7183,81
7184,80
7185,80
7186,78
7187,78
7188,78
7189,77
7190,75
7191,76
7192,77
7193,77
7194,81
7195,82
7196,86
7197,88
7198,90
7199,91
7200,91
7201,89
7202,86
7203,85
7204,87
7205,88
7206,89
7207,90
7208,92
7209,88
7210,86
7211,93
7212,100
7213,105
7214,104
7215,103
7216,102
7217,104
7218,102
7219,103
7220,104
7221,100
7222,96
7223,99
7224,98
7225,94
7226,91
7227,89
7228,88
7229,85
7230,84
7231,85
7232,91
7233,90
7234,85
7235,86
7236,86
7237,87
7238,90
7239,92
7240,94
7241,96
7242,97
7243,96
7244,95
7245,93
7246,92
7247,89
7248,88
7249,90
7250,93
7251,94
7252,91
7253,89
7254,89
7255,86
7256,85
7257,86
7258,88
7259,89
7260,90
7261,88
7262,91
7263,89
7264,89
7265,89
7266,86
7267,82
7268,85
7269,88
7270,91
7271,93
7272,94
7273,95
7274,93
7275,91
7276,90
7277,90
7278,90
7279,90
7280,90
7281,90
7282,91
7283,92
7284,92
7285,95
7286,96
7287,97
7288,98
7289,97
7290,99
7291,101
7292,102
7293,103
7294,104
7295,103
7296,105
7297,107
7298,109
7299,110
7300,111
7301,109
7302,108
7303,108
7304,107
7305,108
7306,106
7307,109
7308,107
7309,104
7310,102
7311,103
7312,104
7313,105
7314,109
7315,108
7316,107
7317,103
7318,101
7319,100
7320,101
7321,105
7322,106
7323,107
7324,110
7325,111
7326,109
7327,111
7328,109
7329,108
7330,112
7331,115
7332,116
7333,117
7334,118
7335,116
7336,114
7337,113
7338,116
7339,115
7340,114
7341,110
7342,109
7343,110
7344,111
7345,110
7346,108
7347,106
7348,103
7349,102
7350,106
7351,107
7352,106
7353,107
7354,106
7355,105
7356,104
7357,103
7358,102
7359,101
7360,101
7361,102
7362,106
7363,107
7364,106
7365,105
7366,104
7367,103
7368,101
7369,100
7370,99
7371,101
7372,102
7373,100
7374,99
7375,98
7376,97
7377,96
7378,95
7379,96
7380,97
7381,98
7382,100
7383,101
7384,103
7385,105
7386,108
7387,109
7388,103
7389,99
7390,95
7391,94
7392,95
7393,97
7394,99
7395,96
7396,98
7397,99
7398,100
7399,102
7400,101
7401,98
7402,99
7403,100
7404,101
7405,101
7406,102
7407,101
7408,100
7409,98
7410,97
7411,98
7412,99
7413,98
7414,97
7415,98
7416,100
7417,99
7418,98
7419,100
7420,105
7421,106
7422,108
7423,107
7424,108
7425,105
7426,101
7427,101
7428,100
7429,99
7430,98
7431,100
7432,100
7433,99
7434,100
7435,98
7436,97
7437,100
7438,103
7439,105
7440,104
7441,103
7442,103
7443,103
7444,102
7445,103
7446,104
7447,103
7448,102
7449,100
7450,98
7451,94
7452,93
7453,94
7454,92
7455,86
7456,82
7457,79
7458,76
7459,74
7460,72
7461,71
7462,70
7463,69
7464,68
7465,68
7466,69
7467,70
7468,70
7469,71
7470,72
7471,72
7472,73
7473,74
7474,74
7475,75
7476,73
7477,72
7478,73
7479,74
7480,71
7481,70
7482,71
7483,71
7484,72
7485,72
7486,72
7487,73
7488,74
7489,74
7490,75
7491,76
7492,75
7493,74
7494,75
7495,75
7496,76
7497,76
7498,77
7499,77
7500,76
7501,77
7502,76
7503,73
7504,72
7505,72
7506,71
7507,69
7508,67
7509,65
7510,63
7511,63
7512,62
7513,62
7514,63
7515,63
7516,63
7517,64
7518,64
7519,66
7520,67
7521,69
7522,68
7523,69
7524,69
7525,72
7526,73
7527,72
7528,73
7529,72
7530,71
7531,70
7532,62
7533,63
7534,65
7535,64
7536,61
7537,60
7538,61
7539,60
7540,61
7541,62
7542,62
7543,61
7544,60
7545,59
7546,59
7547,60
7548,61
7549,61
7550,62
7551,61
7552,62
7553,61
7554,60
7555,59
7556,58
7557,59
7558,58
7559,57
7560,57
7561,57
7562,58
7563,59
7564,60
7565,60
7566,62
7567,64
7568,62
7569,61
7570,60
7571,59
7572,59
7573,58
7574,58
7575,58
7576,57
7577,58
7578,59
7579,60
7580,59
7581,58
7582,58
7583,57
7584,57
7585,55
7586,55
7587,56
7588,58
7589,60
7590,59
7591,58
7592,57
7593,58
7594,57
7595,58
7596,57
7597,57
7598,57
7599,57
7600,56
7601,56
7602,57
7603,60
7604,59
7605,57
7606,58
7607,57
7608,57
7609,56
7610,57
7611,57
7612,58
7613,57
7614,56
7615,55
7616,56
7617,61
7618,63
7619,60
7620,59
7621,58
7622,58
7623,59
7624,60
7625,59
7626,57
7627,58
7628,59
7629,58
7630,57
7631,56
7632,55
7633,56
7634,59
7635,58
7636,55
7637,54
7638,55
7639,56
7640,57
7641,58
7642,56
7643,56
7644,57
7645,56
7646,55
7647,56
7648,57
7649,57
7650,58
7651,59
7652,59
7653,60
7654,62
7655,64
7656,66
7657,66
7658,66
7659,66
7660,66
7661,66
7662,66
7663,66
7664,67
7665,68
7666,70
7667,72
7668,73
7669,75
7670,74
7671,72
7672,71
7673,72
7674,73
7675,82
7676,87
7677,89
7678,90
7679,94
7680,98
7681,98
7682,102
7683,101
7684,102
7685,100
7686,95
7687,94
7688,97
7689,98
7690,98
7691,99
7692,100
7693,100
7694,101
7695,99
7696,96
7697,99
7698,100
7699,102
7700,101
7701,100
7702,99
7703,107
7704,113
7705,113
7706,108
7707,107
7708,106
7709,107
7710,102
7711,102
7712,104
7713,106
7714,106
7715,101
7716,100
7717,102
7718,102
7719,102
7720,103
7721,105
7722,101
7723,96
7724,94
7725,95
7726,96
7727,97
7728,98
7729,99
7730,101
7731,102
7732,97
7733,89
7734,82
7735,83
7736,81
7737,82
7738,84
7739,84
7740,82
7741,81
7742,81
7743,82
7744,84
7745,87
7746,89
7747,89
7748,89
7749,89
7750,88
7751,86
7752,84
7753,85
7754,84
7755,79
7756,78
7757,77
7758,76
7759,75
7760,78
7761,79
7762,79
7763,80
7764,79
7765,78
7766,78
7767,78
7768,79
7769,78
7770,76
7771,75
7772,76
7773,71
7774,70
7775,69
7776,68
7777,66
7778,65
7779,64
7780,66
7781,65
7782,64
7783,63
7784,64
7785,66
7786,67
7787,68
7788,68
7789,69
7790,70
7791,72
7792,73
7793,74
7794,73
7795,74
7796,77
7797,81
7798,80
7799,79
7800,75
7801,74
7802,74
7803,74
7804,74
7805,75
7806,76
7807,77
7808,78
7809,77
7810,73
7811,73
7812,72
7813,73
7814,73
7815,74
7816,68
7817,67
7818,67
7819,66
7820,67
7821,65
7822,65
7823,66
7824,67
7825,67
7826,68
7827,68
7828,67
7829,66
7830,66
7831,67
7832,68
7833,67
7834,67
7835,64
7836,65
7837,66
7838,64
7839,66
7840,67
7841,68
7842,67
7843,66
7844,66
7845,64
7846,63
7847,62
7848,61
7849,61
7850,64
7851,65
7852,66
7853,68
7854,69
7855,68
7856,68
7857,67
7858,67
7859,66
7860,64
7861,64
7862,64
7863,64
7864,65
7865,64
7866,61
7867,60
7868,59
7869,59
7870,60
7871,63
7872,75
7873,77
7874,77
7875,77
7876,76
7877,76
7878,77
7879,76
7880,74
7881,73
7882,71
7883,69
7884,70
7885,69
7886,68
7887,65
7888,64
7889,64
7890,65
7891,66
7892,68
7893,71
7894,72
7895,73
7896,74
7897,73
7898,73
7899,72
7900,73
7901,74
7902,75
7903,74
7904,72
7905,71
7906,72
7907,73
7908,71
7909,69
7910,67
7911,65
7912,63
7913,62
7914,62
7915,63
7916,62
7917,59
7918,58
7919,58
7920,59
7921,61
7922,64
7923,65
7924,64
7925,63
7926,61
7927,64
7928,65
7929,66
7930,65
7931,63
7932,65
7933,64
7934,63
7935,64
7936,64
7937,67
7938,76
7939,72
7940,65
7941,61
7942,60
7943,61
7944,62
7945,63
7946,64
7947,71
7948,73
7949,69
7950,64
7951,62
7952,61
7953,63
7954,65
7955,68
7956,71
7957,67
7958,63
7959,65
7960,67
7961,69
7962,70
7963,70
7964,69
7965,66
7966,63
7967,60
7968,61
7969,63
7970,63
7971,62
7972,61
7973,59
7974,59
7975,60
7976,61
7977,63
7978,64
7979,62
7980,62
7981,60
7982,58
7983,57
7984,58
7985,65
7986,64
7987,61
7988,60
7989,59
7990,59
7991,60
7992,60
7993,61
7994,62
7995,63
7996,64
7997,64
7998,61
7999,60
8000,59
8001,59
8002,59
8003,60
8004,61
8005,62
8006,62
8007,62
8008,62
8009,73
8010,78
8011,68
8012,60
8013,59
8014,60
8015,61
8016,62
8017,61
8018,62
8019,64
8020,62
8021,60
8022,60
8023,60
8024,61
8025,62
8026,61
8027,61
8028,60
8029,60
8030,59
8031,58
8032,58
8033,57
8034,57
8035,58
8036,59
8037,60
8038,61
8039,60
8040,62
8041,64
8042,63
8043,61
8044,59
8045,59
8046,62
8047,66
8048,66
8049,71
8050,74
8051,74
8052,70
8053,65
8054,62
8055,60
8056,58
8057,57
8058,56
8059,56
8060,56
8061,56
8062,57
8063,58
8064,60
8065,60
8066,61
8067,62
8068,60
8069,58
8070,59
8071,60
8072,61
8073,61
8074,60
8075,61
8076,63
8077,65
8078,66
8079,66
8080,66
8081,67
8082,68
8083,68
8084,69
8085,69
8086,69
8087,70
8088,70
8089,70
8090,70
8091,69
8092,71
8093,72
8094,71
8095,71
8096,72
8097,71
8098,70
8099,69
8100,68
8101,67
8102,68
8103,68
8104,69
8105,70
8106,71
8107,70
8108,67
8109,64
8110,65
8111,65
8112,66
8113,65
8114,60
8115,57
8116,55
8117,56
8118,57
8119,60
8120,61
8121,62
8122,60
8123,59
8124,59
8125,57
8126,60
8127,63
8128,63
8129,59
8130,57
8131,55
8132,56
8133,57
8134,57
8135,58
8136,59
8137,60
8138,61
8139,62
8140,61
8141,59
8142,59
8143,59
8144,60
8145,61
8146,63
8147,66
8148,67
8149,68
8150,65
8151,61
8152,59
8153,60
8154,60
8155,58
8156,59
8157,60
8158,61
8159,62
8160,63
8161,64
8162,63
8163,62
8164,62
8165,63
8166,65
8167,65
8168,66
8169,67
8170,67
8171,67
8172,65
8173,63
8174,62
8175,60
8176,55
8177,54
8178,55
8179,57
8180,59
8181,58
8182,56
8183,56
8184,57
8185,56
8186,56
8187,55
8188,53
8189,54
8190,54
8191,55
8192,57
8193,68
8194,72
8195,71
8196,68
8197,64
8198,65
8199,64
8200,66
8201,65
8202,64
8203,62
8204,60
8205,57
8206,55
8207,56
8208,55
8209,54
8210,54
8211,55
8212,57
8213,58
8214,59
8215,60
8216,59
8217,58
8218,59
8219,60
8220,61
8221,62
8222,63
8223,64
8224,65
8225,64
8226,66
8227,67
8228,68
8229,67
8230,69
8231,68
8232,67
8233,62
8234,59
8235,56
8236,55
8237,55
8238,55
8239,55
8240,55
8241,55
8242,54
8243,51
8244,51
8245,53
8246,54
8247,55
8248,55
8249,55
8250,54
8251,52
8252,52
8253,53
8254,56
8255,59
8256,57
8257,58
8258,59
8259,60
8260,61
8261,62
8262,62
8263,62
8264,62
8265,62
8266,62
8267,62
8268,63
8269,62
8270,61
8271,60
8272,56
8273,53
8274,54
8275,57
8276,56
8277,55
8278,53
8279,53
8280,53
8281,53
8282,55
8283,56
8284,56
8285,57
8286,57
8287,56
8288,54
8289,53
8290,54
8291,54
8292,54
8293,54
8294,54
8295,55
8296,56
8297,56
8298,57
8299,57
8300,56
8301,56
8302,56
8303,56
8304,57
8305,58
8306,60
8307,69
8308,70
8309,60
8310,59
8311,59
8312,56
8313,53
8314,54
8315,56
8316,57
8317,56
8318,55
8319,54
8320,55
8321,56
8322,57
8323,58
8324,59
8325,60
8326,61
8327,61
8328,60
8329,62
8330,60
8331,55
8332,53
8333,57
8334,62
8335,63
8336,64
8337,67
8338,70
8339,72
8340,74
8341,76
8342,78
8343,80
8344,81
8345,82
8346,83
8347,88
8348,93
8349,95
8350,97
8351,96
8352,95
8353,93
8354,93
8355,91
8356,84
8357,78
8358,64
8359,51
8360,50
8361,50
8362,51
8363,53
8364,52
8365,51
8366,52
8367,51
8368,50
8369,50
8370,51
8371,53
8372,53
8373,55
8374,57
8375,56
8376,60
8377,63
8378,62
8379,59
8380,55
8381,53
8382,54
8383,54
8384,55
8385,55
8386,54
8387,54
8388,54
8389,54
8390,53
8391,54
8392,54
8393,56
8394,56
8395,57
8396,57
8397,55
8398,53
8399,52
8400,52
8401,54
8402,54
8403,57
8404,59
8405,56
8406,55
8407,55
8408,56
8409,57
8410,58
8411,59
8412,59
8413,59
8414,61
8415,63
8416,64
8417,66
8418,66
8419,67
8420,68
8421,66
8422,67
8423,68
8424,69
8425,70
8426,70
8427,68
8428,68
8429,70
8430,71
8431,72
8432,71
8433,70
8434,68
8435,67
8436,65
8437,64
8438,64
8439,65
8440,67
8441,68
8442,69
8443,68
8444,70
8445,71
8446,75
8447,88
8448,98
8449,101
8450,101
8451,103
8452,102
8453,101
8454,100
8455,100
8456,100
8457,98
8458,98
8459,99
8460,97
8461,89
8462,86
8463,83
8464,80
8465,77
8466,76
8467,75
8468,74
8469,75
8470,75
8471,75
8472,74
8473,71
8474,69
8475,66
8476,61
8477,59
8478,60
8479,59
8480,60
8481,59
8482,59
8483,57
8484,56
8485,54
8486,52
8487,53
8488,53
8489,54
8490,57
8491,58
8492,61
8493,64
8494,66
8495,66
8496,65
8497,60
8498,59
8499,60
8500,61
8501,64
8502,68
8503,76
8504,77
8505,76
8506,77
8507,76
8508,77
8509,77
8510,79
8511,82
8512,82
8513,79
8514,76
8515,72
8516,70
8517,62
8518,62
8519,63
8520,64
8521,62
8522,63
8523,62
8524,60
8525,55
8526,52
8527,53
8528,54
8529,55
8530,56
8531,57
8532,57
8533,56
8534,57
8535,57
8536,59
8537,60
8538,59
8539,58
8540,57
8541,56
8542,55
8543,54
8544,55
8545,58
8546,73
8547,74
8548,73
8549,72
8550,73
8551,72
8552,70
8553,67
8554,63
8555,59
8556,54
8557,51
8558,51
8559,52
8560,52
8561,52
8562,52
8563,52
8564,52
8565,51
8566,51
8567,52
8568,53
8569,54
8570,53
8571,52
8572,54
8573,57
8574,56
8575,54
8576,53
8577,53
8578,51
8579,50
8580,51
8581,54
8582,56
8583,57
8584,55
8585,54
8586,53
8587,51
8588,51
8589,51
8590,52
8591,53
8592,53
8593,54
8594,54
8595,55
