0,70
1,71
2,76
3,76
4,75
5,68
6,69
7,72
8,70
9,69
10,71
11,75
12,78
13,75
14,70
15,63
16,60
17,62
18,63
19,64
20,64
21,65
22,66
23,68
24,67
25,66
26,65
27,65
28,65
29,65
30,67
31,72
32,72
33,73
34,74
35,75
36,76
37,77
38,79
39,78
40,79
41,81
42,68
43,65
44,65
45,70
46,71
47,72
48,71
49,70
50,71
51,76
52,76
53,72
54,68
55,65
56,67
57,68
58,66
59,63
60,61
61,61
62,62
63,68
64,70
65,66
66,65
67,59
68,54
69,57
70,57
71,56
72,58
73,62
74,63
75,62
76,60
77,59
78,58
79,58
80,60
81,62
82,63
83,64
84,65
85,64
86,65
87,66
88,67
89,68
90,72
91,73
92,79
93,76
94,72
95,69
96,69
97,71
98,77
99,75
100,74
101,70
102,65
103,59
104,60
105,62
106,65
107,67
108,69
109,70
110,69
111,68
112,68
113,68
114,67
115,65
116,64
117,64
118,71
119,70
120,67
121,64
122,63
123,65
124,64
125,63
126,62
127,61
128,62
129,66
130,69
131,67
132,65
133,63
134,63
135,64
136,66
137,64
138,62
139,61
140,61
141,62
142,63
143,64
144,64
145,67
146,69
147,67
148,64
149,61
150,59
151,58
152,59
153,58
154,59
155,59
156,60
157,60
158,59
159,60
160,60
161,58
162,59
163,60
164,59
165,58
166,57
167,56
168,55
169,56
170,57
171,58
172,59
173,59
174,60
175,61
176,60
177,59
178,58
179,57
180,56
181,57
182,58
183,59
184,57
185,57
186,57
187,56
188,56
189,57
190,58
191,57
192,55
193,56
194,57
195,59
196,60
197,59
198,57
199,55
200,54
201,54
202,58
203,60
204,58
205,56
206,56
207,57
208,58
209,59
210,59
211,59
212,59
213,58
214,59
215,58
216,57
217,56
218,55
219,56
220,56
221,55
222,56
223,58
224,59
225,58
226,56
227,55
228,56
229,57
230,55
231,54
232,53
233,54
234,55
235,56
236,57
237,58
238,59
239,57
240,57
241,58
242,59
243,58
244,57
245,56
246,55
247,57
248,56
249,56
250,58
251,59
252,60
253,59
254,57
255,56
256,54
257,56
258,57
259,56
260,56
261,56
262,55
263,56
264,55
265,54
266,54
267,54
268,55
269,54
270,54
271,55
272,56
273,55
274,54
275,53
276,54
277,55
278,56
279,55
280,55
281,55
282,54
283,55
284,55
285,58
286,56
287,54
288,52
289,53
290,55
291,57
292,56
293,55
294,54
295,53
296,55
297,54
298,54
299,54
300,53
301,53
302,55
303,54
304,55
305,56
306,57
307,56
308,55
309,55
310,55
311,55
312,54
313,55
314,56
315,55
316,55
317,54
318,55
319,55
320,54
321,53
322,54
323,55
324,54
325,55
326,56
327,57
328,55
329,54
330,54
331,55
332,56
333,55
334,54
335,55
336,55
337,54
338,54
339,55
340,55
341,56
342,58
343,60
344,56
345,54
346,52
347,54
348,55
349,54
350,53
351,54
352,54
353,53
354,53
355,54
356,55
357,55
358,53
359,54
360,53
361,53
362,53
363,53
364,53
365,53
366,53
367,53
368,52
369,52
370,53
371,54
372,53
373,54
374,54
375,55
376,54
377,53
378,52
379,53
380,54
381,55
382,54
383,54
384,55
385,54
386,54
387,55
388,55
389,54
390,54
391,56
392,55
393,53
394,54
395,53
396,54
397,54
398,53
399,53
400,54
401,55
402,55
403,55
404,54
405,54
406,55
407,55
408,54
409,54
410,54
411,53
412,53
413,54
414,54
415,53
416,54
417,54
418,54
419,53
420,54
421,54
422,55
423,55
424,54
425,53
426,54
427,55
428,54
429,54
430,54
431,54
432,54
433,55
434,55
435,55
436,54
437,55
438,55
439,55
440,55
441,54
442,55
443,55
444,54
445,55
446,55
447,54
448,55
449,54
450,54
451,55
452,56
453,55
454,55
455,54
456,55
457,55
458,56
459,55
460,54
461,55
462,54
463,55
464,55
465,55
466,55
467,54
468,55
469,57
470,57
471,61
472,71
473,73
474,65
475,57
476,54
477,55
478,54
479,52
480,51
481,52
482,54
483,56
484,57
485,56
486,55
487,56
488,57
489,58
490,57
491,55
492,56
493,55
494,54
495,55
496,56
497,55
498,56
499,58
500,57
501,56
502,55
503,56
504,57
505,58
506,56
507,55
508,56
509,56
510,56
511,55
512,56
513,56
514,56
515,56
516,56
517,57
518,56
519,56
520,57
521,57
522,57
523,56
524,57
525,58
526,57
527,57
528,57
529,57
530,56
531,57
532,56
533,57
534,56
535,57
536,57
537,56
538,57
539,57
540,58
541,57
542,58
543,58
544,58
545,56
546,54
547,55
548,56
549,57
550,58
551,57
552,58
553,56
554,56
555,57
556,56
557,55
558,55
559,56
560,57
561,57
562,57
563,57
564,58
565,57
566,56
567,57
568,57
569,58
570,57
571,57
572,58
573,59
574,59
575,58
576,59
577,59
578,58
579,57
580,59
581,60
582,58
583,56
584,57
585,58
586,59
587,58
588,58
589,59
590,60
591,59
592,60
593,59
594,58
595,57
596,58
597,59
598,58
599,57
600,56
601,57
602,58
603,58
604,57
605,58
606,59
607,58
608,57
609,56
610,57
611,58
612,58
613,59
614,58
615,58
616,58
617,58
618,58
619,58
620,58
621,57
622,58
623,57
624,57
625,57
626,58
627,58
628,58
629,58
630,58
631,58
632,58
633,59
634,59
635,58
636,57
637,57
638,57
639,58
640,59
641,67
642,75
643,76
644,74
645,72
646,67
647,66
648,67
649,63
650,59
651,55
652,53
653,52
654,53
655,56
656,58
657,57
658,56
659,57
660,58
661,59
662,57
663,55
664,56
665,57
666,59
667,60
668,59
669,58
670,60
671,57
672,55
673,54
674,55
675,54
676,55
677,56
678,58
679,60
680,59
681,57
682,56
683,57
684,58
685,58
686,62
687,77
688,81
689,78
690,68
691,61
692,56
693,57
694,57
695,55
696,56
697,57
698,58
699,58
700,59
701,58
702,57
703,55
704,54
705,54
706,54
707,55
708,56
709,57
710,58
711,58
712,57
713,59
714,58
715,57
716,58
717,59
718,60
719,61
720,60
721,57
722,55
723,54
724,55
725,56
726,57
727,58
728,62
729,68
730,69
731,70
732,66
733,61
734,57
735,54
736,56
737,58
738,59
739,60
740,61
741,63
742,65
743,66
744,67
745,68
746,67
747,67
748,66
749,65
750,63
751,61
752,58
753,57
754,58
755,59
756,59
757,60
758,61
759,62
760,63
761,60
762,57
763,59
764,62
765,63
766,64
767,65
768,68
769,72
770,71
771,67
772,62
773,57
774,56
775,57
776,58
777,57
778,57
779,58
780,59
781,61
782,62
783,58
784,59
785,58
786,60
787,65
788,69
789,71
790,72
791,71
792,67
793,64
794,60
795,58
796,57
797,58
798,59
799,60
800,64
801,65
802,64
803,66
804,67
805,68
806,67
807,68
808,69
809,70
810,83
811,86
812,83
813,81
814,74
815,65
816,62
817,60
818,57
819,59
820,60
821,60
822,62
823,63
824,61
825,58
826,57
827,58
828,60
829,61
830,62
831,61
832,60
833,59
834,60
835,59
836,58
837,56
838,57
839,58
840,59
841,60
842,60
843,61
844,60
845,61
846,60
847,59
848,58
849,58
850,55
851,55
852,56
853,55
854,57
855,58
856,59
857,58
858,57
859,60
860,62
861,60
862,59
863,58
864,57
865,57
866,57
867,56
868,56
869,55
870,54
871,55
872,58
873,60
874,57
875,56
876,58
877,57
878,57
879,58
880,59
881,60
882,59
883,56
884,55
885,56
886,56
887,58
888,56
889,55
890,56
891,57
892,58
893,56
894,55
895,54
896,55
897,56
898,56
899,57
900,57
901,56
902,55
903,56
904,57
905,57
906,57
907,56
908,55
909,57
910,57
911,56
912,56
913,56
914,55
915,56
916,57
917,56
918,57
919,56
920,55
921,55
922,56
923,56
924,55
925,56
926,56
927,56
928,57
929,57
930,56
931,54
932,55
933,56
934,58
935,56
936,53
937,55
938,55
939,55
940,56
941,56
942,55
943,55
944,56
945,55
946,54
947,55
948,56
949,57
950,57
951,54
952,53
953,55
954,55
955,55
956,55
957,54
958,57
959,58
960,57
961,56
962,55
963,53
964,55
965,56
966,55
967,54
968,54
969,55
970,56
971,61
972,64
973,63
974,58
975,58
976,58
977,57
978,56
979,54
980,53
981,51
982,51
983,49
984,49
985,50
986,51
987,53
988,52
989,53
990,54
991,53
992,54
993,53
994,52
995,53
996,54
997,55
998,53
999,52
1000,53
1001,54
1002,53
1003,52
1004,52
1005,54
1006,52
1007,51
1008,53
1009,52
1010,51
1011,51
1012,53
1013,54
1014,53
1015,52
1016,51
1017,50
1018,51
1019,52
1020,53
1021,52
1022,51
1023,50
1024,51
1025,53
1026,52
1027,51
1028,50
1029,51
1030,52
1031,50
1032,51
1033,52
1034,51
1035,50
1036,51
1037,52
1038,51
1039,50
1040,51
1041,52
1042,53
1043,52
1044,51
1045,50
1046,50
1047,51
1048,52
1049,54
1050,53
1051,52
1052,51
1053,52
1054,51
1055,52
1056,51
1057,50
1058,51
1059,52
1060,50
1061,51
1062,52
1063,51
1064,50
1065,49
1066,49
1067,50
1068,51
1069,50
1070,51
1071,51
1072,50
1073,52
1074,54
1075,53
1076,52
1077,50
1078,50
1079,52
1080,51
1081,51
1082,51
1083,53
1084,51
1085,51
1086,51
1087,50
1088,50
1089,50
1090,51
1091,52
1092,51
1093,51
1094,51
1095,50
1096,50
1097,51
1098,51
1099,50
1100,51
1101,52
1102,50
1103,51
1104,50
1105,50
1106,51
1107,51
1108,50
1109,50
1110,51
1111,52
1112,51
1113,50
1114,50
1115,50
1116,51
1117,50
1118,49
1119,49
1120,51
1121,52
1122,51
1123,48
1124,49
1125,50
1126,50
1127,58
1128,73
1129,76
1130,73
1131,70
1132,62
1133,56
1134,52
1135,50
1136,48
1137,49
1138,51
1139,53
1140,52
1141,49
1142,49
1143,50
1144,49
1145,50
1146,52
1147,53
1148,52
1149,51
1150,51
1151,52
1152,52
1153,54
1154,55
1155,53
1156,53
1157,52
1158,51
1159,52
1160,52
1161,53
1162,54
1163,53
1164,54
1165,54
1166,53
1167,52
1168,52
1169,53
1170,52
1171,52
1172,53
1173,53
1174,52
1175,52
1176,53
1177,52
1178,52
1179,51
1180,52
1181,52
1182,52
1183,52
1184,51
1185,52
1186,52
1187,52
1188,52
1189,53
1190,52
1191,51
1192,52
1193,53
1194,52
1195,51
1196,52
1197,53
1198,52
1199,51
1200,52
1201,53
1202,54
1203,53
1204,52
1205,53
1206,54
1207,52
1208,51
1209,52
1210,52
1211,51
1212,52
1213,53
1214,52
1215,52
1216,51
1217,51
1218,52
1219,53
1220,52
1221,53
1222,54
1223,55
1224,54
1225,53
1226,52
1227,52
1228,53
1229,52
1230,53
1231,52
1232,52
1233,53
1234,52
1235,53
1236,53
1237,52
1238,52
1239,52
1240,53
1241,54
1242,53
1243,52
1244,53
1245,52
1246,52
1247,53
1248,53
1249,52
1250,53
1251,52
1252,53
1253,53
1254,58
1255,60
1256,59
1257,64
1258,66
1259,65
1260,62
1261,59
1262,57
1263,55
1264,51
1265,50
1266,49
1267,49
1268,50
1269,51
1270,53
1271,54
1272,53
1273,52
1274,53
1275,54
1276,53
1277,54
1278,53
1279,51
1280,50
1281,50
1282,50
1283,52
1284,54
1285,53
1286,52
1287,52
1288,53
1289,54
1290,55
1291,56
1292,55
1293,53
1294,51
1295,52
1296,51
1297,52
1298,53
1299,53
1300,54
1301,53
1302,54
1303,53
1304,53
1305,54
1306,55
1307,54
1308,53
1309,54
1310,55
1311,54
1312,54
1313,56
1314,54
1315,54
1316,53
1317,54
1318,55
1319,54
1320,55
1321,56
1322,55
1323,52
1324,51
1325,50
1326,51
1327,52
1328,52
1329,56
1330,58
1331,59
1332,61
1333,77
1334,82
1335,81
1336,74
1337,67
1338,68
1339,61
1340,56
1341,54
1342,55
1343,56
1344,60
1345,64
1346,64
1347,65
1348,65
1349,57
1350,53
1351,54
1352,55
1353,54
1354,55
1355,54
1356,59
1357,60
1358,61
1359,72
1360,74
1361,71
1362,69
1363,69
1364,76
1365,77
1366,73
1367,69
1368,62
1369,57
1370,55
1371,58
1372,58
1373,57
1374,55
1375,54
1376,55
1377,56
1378,57
1379,56
1380,57
1381,57
1382,57
1383,56
1384,57
1385,56
1386,54
1387,52
1388,53
1389,53
1390,54
1391,56
1392,57
1393,58
1394,55
1395,53
1396,55
1397,56
1398,55
1399,53
1400,52
1401,53
1402,55
1403,56
1404,58
1405,59
1406,57
1407,55
1408,54
1409,55
1410,56
1411,59
1412,60
1413,59
1414,58
1415,55
1416,55
1417,57
1418,56
1419,56
1420,57
1421,58
1422,55
1423,56
1424,57
1425,57
1426,58
1427,61
1428,65
1429,64
1430,65
1431,62
1432,58
1433,55
1434,56
1435,57
1436,58
1437,61
1438,63
1439,64
1440,63
1441,62
1442,61
1443,60
1444,58
1445,59
1446,58
1447,56
