,value,value,value,value,value,value,value,value
6322,91.0,63.0,79.0,73.0,119.0,66.0,81.0,94
6323,90.0,63.0,80.0,72.0,115.0,65.0,86.0,92
6324,88.0,63.0,80.0,71.0,112.0,66.0,85.0,93
6325,88.0,64.0,79.0,70.0,108.0,69.0,85.0,92
6326,89.0,63.0,79.0,68.0,106.0,66.0,84.0,91
6327,88.0,63.0,80.0,66.0,107.0,63.0,84.0,91
6328,88.0,63.0,81.0,65.0,111.0,62.0,83.0,90
6329,92.0,63.0,81.0,66.0,107.0,62.0,84.0,89
6330,94.0,62.0,81.0,66.0,106.0,62.0,85.0,86
6331,95.0,61.0,80.0,67.0,100.0,63.0,84.0,86
6332,98.0,63.0,79.0,65.0,93.0,64.0,84.0,87
6333,99.0,65.0,79.0,61.0,92.0,65.0,83.0,88
6334,98.0,64.0,80.0,60.0,96.0,66.0,84.0,90
6335,98.0,66.0,79.0,58.0,95.0,66.0,86.0,91
6336,97.0,66.0,80.0,57.0,93.0,65.0,87.0,91
6337,95.0,67.0,79.0,57.0,86.0,64.0,88.0,91
6338,93.0,68.0,79.0,58.0,81.0,66.0,89.0,91
6339,92.0,67.0,80.0,58.0,81.0,67.0,86.0,93
6340,93.0,68.0,80.0,58.0,81.0,72.0,81.0,92
6341,94.0,68.0,79.0,60.0,78.0,74.0,76.0,91
6342,94.0,69.0,79.0,60.0,74.0,73.0,77.0,90
6343,93.0,68.0,80.0,61.0,73.0,68.0,78.0,89
6344,92.0,66.0,81.0,60.0,75.0,63.0,77.0,88
6345,91.0,63.0,80.0,58.0,77.0,60.0,76.0,87
6346,92.0,60.0,81.0,59.0,78.0,62.0,75.0,88
6347,93.0,61.0,82.0,60.0,79.0,60.0,74.0,87
6348,92.0,62.0,83.0,59.0,80.0,61.0,73.0,88
6349,90.0,61.0,84.0,59.0,82.0,61.0,74.0,88
6350,89.0,63.0,84.0,58.0,81.0,62.0,75.0,89
6351,88.0,65.0,84.0,59.0,81.0,63.0,76.0,89
6352,87.0,65.0,83.0,60.0,80.0,63.0,77.0,89
6353,88.0,64.0,82.0,59.0,78.0,64.0,76.0,88
6354,89.0,65.0,80.0,59.0,75.0,67.0,75.0,88
6355,90.0,65.0,78.0,58.0,78.0,70.0,76.0,89
6356,89.0,67.0,78.0,57.0,84.0,68.0,76.0,89
6357,87.0,70.0,77.0,58.0,89.0,65.0,77.0,91
6358,86.0,69.0,76.0,58.0,88.0,64.0,79.0,90
6359,85.0,68.0,76.0,59.0,86.0,63.0,80.0,90
6360,86.0,64.0,75.0,60.0,85.0,64.0,80.0,90
6361,85.0,62.0,73.0,60.0,86.0,65.0,80.0,90
6362,86.0,63.0,73.0,59.0,84.0,67.0,79.0,92
6363,85.0,64.0,73.0,60.0,83.0,65.0,78.0,91
6364,84.0,66.0,71.0,59.0,84.0,64.0,80.0,84
6365,85.0,67.0,70.0,58.0,85.0,62.0,80.0,84
6366,86.0,66.0,69.0,59.0,84.0,64.0,81.0,83
6367,85.0,64.0,68.0,60.0,84.0,69.0,82.0,83
6368,84.0,61.0,67.0,61.0,84.0,72.0,80.0,83
6369,84.0,59.0,66.0,62.0,85.0,71.0,80.0,82
6370,85.0,61.0,67.0,63.0,86.0,70.0,79.0,85
6371,84.0,61.0,68.0,62.0,88.0,67.0,78.0,87
6372,83.0,62.0,69.0,61.0,90.0,63.0,75.0,89
6373,84.0,63.0,71.0,62.0,89.0,62.0,74.0,89
6374,83.0,65.0,72.0,61.0,88.0,63.0,75.0,85
6375,84.0,66.0,73.0,57.0,87.0,64.0,76.0,82
6376,84.0,66.0,74.0,58.0,86.0,65.0,76.0,84
6377,83.0,65.0,73.0,58.0,83.0,66.0,75.0,84
6378,84.0,64.0,73.0,59.0,83.0,68.0,74.0,85
6379,82.0,64.0,73.0,60.0,83.0,69.0,76.0,86
6380,81.0,65.0,74.0,61.0,83.0,67.0,77.0,87
6381,82.0,64.0,73.0,60.0,84.0,64.0,76.0,87
6382,83.0,65.0,72.0,60.0,85.0,62.0,74.0,87
6383,82.0,64.0,71.0,61.0,86.0,60.0,73.0,86
6384,83.0,63.0,70.0,62.0,87.0,60.0,73.0,86
6385,82.0,62.0,71.0,63.0,83.0,61.0,73.0,86
6386,83.0,60.0,72.0,62.0,68.0,62.0,73.0,86
6387,84.0,60.0,72.0,61.0,65.0,63.0,73.0,85
6388,83.0,59.0,73.0,59.0,67.0,63.0,73.0,84
6389,81.0,60.0,74.0,58.0,69.0,66.0,72.0,86
6390,82.0,59.0,76.0,56.0,61.0,72.0,71.0,87
6391,82.0,60.0,77.0,57.0,58.0,73.0,72.0,87
6392,84.0,60.0,77.0,56.0,57.0,72.0,73.0,87
6393,84.0,61.0,76.0,57.0,58.0,70.0,72.0,86
6394,83.0,61.0,76.0,58.0,57.0,70.0,72.0,87
6395,81.0,62.0,75.0,58.0,58.0,69.0,71.0,87
6396,79.0,63.0,71.0,59.0,59.0,67.0,71.0,88
6397,78.0,64.0,70.0,60.0,59.0,64.0,72.0,87
6398,79.0,66.0,71.0,59.0,61.0,64.0,71.0,87
6399,80.0,66.0,73.0,59.0,61.0,65.0,71.0,86
6400,81.0,65.0,74.0,59.0,60.0,64.0,73.0,87
6401,82.0,63.0,73.0,60.0,59.0,64.0,74.0,88
6402,84.0,62.0,74.0,61.0,58.0,65.0,75.0,87
6403,84.0,61.0,77.0,62.0,55.0,65.0,76.0,88
6404,83.0,61.0,78.0,63.0,57.0,66.0,77.0,86
6405,81.0,61.0,78.0,64.0,56.0,67.0,78.0,85
6406,79.0,60.0,80.0,64.0,60.0,68.0,77.0,83
6407,78.0,60.0,79.0,65.0,63.0,69.0,72.0,83
6408,78.0,61.0,75.0,66.0,62.0,70.0,71.0,83
6409,79.0,64.0,71.0,67.0,61.0,70.0,70.0,82
6410,80.0,64.0,69.0,66.0,62.0,70.0,72.0,83
6411,79.0,64.0,70.0,67.0,61.0,71.0,73.0,83
6412,78.0,62.0,71.0,66.0,58.0,71.0,74.0,82
6413,80.0,63.0,74.0,65.0,58.0,72.0,75.0,82
6414,79.0,65.0,75.0,63.0,58.0,73.0,75.0,83
6415,80.0,67.0,78.0,59.0,59.0,73.0,75.0,81
6416,81.0,68.0,79.0,59.0,60.0,70.0,73.0,82
6417,80.0,67.0,79.0,58.0,61.0,68.0,71.0,82
6418,78.0,66.0,78.0,58.0,62.0,68.0,72.0,83
6419,78.0,64.0,76.0,59.0,61.0,69.0,74.0,84
6420,78.0,62.0,76.0,58.0,61.0,65.0,76.0,84
6421,76.0,60.0,76.0,59.0,61.0,63.0,77.0,84
6422,75.0,59.0,75.0,60.0,62.0,66.0,77.0,84
6423,76.0,60.0,74.0,61.0,64.0,69.0,76.0,85
6424,78.0,59.0,75.0,60.0,63.0,68.0,75.0,84
6425,86.0,60.0,68.0,61.0,64.0,66.0,73.0,82
6426,87.0,60.0,61.0,61.0,65.0,64.0,72.0,82
6427,88.0,61.0,59.0,60.0,66.0,65.0,72.0,82
6428,87.0,61.0,59.0,59.0,65.0,66.0,72.0,81
6429,86.0,61.0,60.0,58.0,64.0,68.0,71.0,80
6430,88.0,62.0,59.0,58.0,63.0,69.0,70.0,78
6431,89.0,61.0,59.0,59.0,64.0,68.0,71.0,77
6432,87.0,60.0,59.0,59.0,63.0,69.0,72.0,75
6433,87.0,61.0,68.0,59.0,65.0,70.0,71.0,74
6434,86.0,61.0,73.0,58.0,66.0,79.0,70.0,72
6435,85.0,69.0,72.0,57.0,65.0,85.0,71.0,71
6436,86.0,78.0,67.0,57.0,66.0,80.0,70.0,72
6437,85.0,82.0,62.0,59.0,64.0,80.0,71.0,73
6438,87.0,83.0,61.0,60.0,63.0,81.0,70.0,73
6439,85.0,82.0,60.0,61.0,60.0,80.0,69.0,71
6440,84.0,81.0,59.0,62.0,58.0,78.0,70.0,70
6441,83.0,79.0,59.0,62.0,57.0,76.0,70.0,71
6442,83.0,66.0,60.0,62.0,58.0,75.0,66.0,70
6443,84.0,64.0,60.0,61.0,60.0,76.0,66.0,72
6444,85.0,65.0,60.0,61.0,63.0,77.0,65.0,70
6445,87.0,66.0,60.0,63.0,64.0,76.0,66.0,70
6446,87.0,65.0,60.0,64.0,62.0,75.0,67.0,69
6447,87.0,65.0,60.0,66.0,61.0,76.0,68.0,71
6448,88.0,66.0,61.0,67.0,60.0,76.0,67.0,70
6449,87.0,69.0,61.0,66.0,59.0,76.0,66.0,69
6450,88.0,73.0,61.0,65.0,59.0,75.0,64.0,68
6451,87.0,72.0,61.0,66.0,58.0,76.0,67.0,69
6452,89.0,73.0,62.0,67.0,56.0,72.0,68.0,70
6453,89.0,74.0,60.0,68.0,56.0,68.0,68.0,70
6454,89.0,73.0,59.0,67.0,57.0,70.0,67.0,69
6455,89.0,73.0,58.0,66.0,58.0,73.0,67.0,68
6456,89.0,71.0,58.0,67.0,58.0,72.0,67.0,68
6457,82.0,68.0,58.0,68.0,59.0,70.0,67.0,68
6458,81.0,64.0,58.0,67.0,60.0,68.0,68.0,68
6459,81.0,63.0,59.0,66.0,61.0,71.0,67.0,69
6460,81.0,60.0,60.0,64.0,62.0,70.0,66.0,69
6461,81.0,58.0,59.0,62.0,61.0,67.0,65.0,70
6462,82.0,57.0,59.0,60.0,62.0,64.0,66.0,69
6463,80.0,56.0,62.0,60.0,63.0,64.0,67.0,68
6464,78.0,57.0,65.0,60.0,64.0,67.0,67.0,67
6465,77.0,57.0,60.0,60.0,66.0,69.0,72.0,68
6466,76.0,56.0,59.0,61.0,69.0,68.0,84.0,69
6467,76.0,57.0,57.0,64.0,71.0,66.0,85.0,70
6468,76.0,57.0,57.0,65.0,74.0,67.0,84.0,69
6469,73.0,60.0,58.0,64.0,79.0,71.0,84.0,68
6470,72.0,64.0,59.0,63.0,83.0,75.0,85.0,68
6471,73.0,63.0,61.0,63.0,85.0,72.0,86.0,68
6472,74.0,61.0,62.0,62.0,86.0,69.0,88.0,68
6473,75.0,60.0,63.0,63.0,85.0,66.0,88.0,69
6474,74.0,58.0,63.0,62.0,86.0,67.0,88.0,69
6475,75.0,55.0,67.0,63.0,88.0,68.0,89.0,70
6476,74.0,55.0,66.0,63.0,89.0,69.0,88.0,71
6477,73.0,56.0,64.0,62.0,88.0,70.0,88.0,71
6478,72.0,57.0,62.0,62.0,84.0,70.0,87.0,71
6479,73.0,59.0,60.0,62.0,82.0,71.0,87.0,69
6480,74.0,60.0,60.0,63.0,82.0,67.0,88.0,69
6481,75.0,59.0,58.0,61.0,81.0,65.0,88.0,70
6482,76.0,58.0,59.0,62.0,83.0,62.0,87.0,71
6483,75.0,58.0,59.0,63.0,84.0,63.0,87.0,70
6484,75.0,57.0,59.0,64.0,87.0,64.0,88.0,69
6485,76.0,57.0,61.0,65.0,89.0,64.0,89.0,70
6486,74.0,57.0,60.0,70.0,88.0,66.0,90.0,71
6487,73.0,58.0,59.0,70.0,89.0,70.0,93.0,72
6488,72.0,59.0,58.0,69.0,88.0,72.0,95.0,73
6489,74.0,59.0,58.0,67.0,89.0,70.0,97.0,74
6490,80.0,62.0,58.0,66.0,86.0,68.0,102.0,73
6491,82.0,64.0,57.0,65.0,85.0,67.0,106.0,72
6492,82.0,63.0,57.0,66.0,82.0,68.0,105.0,71
6493,84.0,61.0,57.0,65.0,81.0,69.0,105.0,69
6494,85.0,59.0,58.0,64.0,79.0,68.0,104.0,69
6495,86.0,60.0,59.0,63.0,79.0,70.0,103.0,71
6496,84.0,61.0,60.0,62.0,75.0,68.0,102.0,73
6497,81.0,60.0,60.0,61.0,73.0,66.0,102.0,72
6498,83.0,61.0,60.0,60.0,71.0,66.0,102.0,70
6499,84.0,62.0,60.0,59.0,72.0,68.0,102.0,68
6500,85.0,61.0,61.0,56.0,71.0,68.0,101.0,69
6501,86.0,60.0,62.0,57.0,68.0,66.0,100.0,69
6502,87.0,60.0,61.0,57.0,69.0,67.0,99.0,69
6503,84.0,59.0,59.0,58.0,68.0,67.0,100.0,71
6504,82.0,59.0,59.0,59.0,66.0,68.0,99.0,72
6505,81.0,60.0,59.0,63.0,64.0,69.0,100.0,73
6506,76.0,59.0,60.0,66.0,62.0,69.0,99.0,72
6507,74.0,59.0,61.0,65.0,61.0,68.0,99.0,73
6508,76.0,59.0,62.0,64.0,60.0,67.0,100.0,72
6509,80.0,59.0,63.0,63.0,60.0,66.0,101.0,70
6510,81.0,60.0,62.0,62.0,61.0,65.0,103.0,69
6511,82.0,62.0,62.0,61.0,60.0,64.0,102.0,70
6512,81.0,62.0,61.0,60.0,59.0,64.0,99.0,71
6513,80.0,60.0,61.0,58.0,59.0,63.0,98.0,73
6514,79.0,60.0,62.0,59.0,60.0,62.0,94.0,74
6515,75.0,59.0,62.0,60.0,61.0,60.0,91.0,75
6516,74.0,57.0,62.0,61.0,60.0,60.0,92.0,77
6517,74.0,58.0,61.0,62.0,61.0,60.0,93.0,78
6518,76.0,59.0,59.0,61.0,60.0,61.0,94.0,79
6519,75.0,59.0,58.0,62.0,60.0,61.0,93.0,80
6520,76.0,59.0,59.0,62.0,61.0,61.0,92.0,79
6521,77.0,59.0,59.0,63.0,63.0,61.0,93.0,80
6522,76.0,60.0,59.0,64.0,64.0,61.0,93.0,79
6523,75.0,61.0,60.0,65.0,61.0,62.0,90.0,80
6524,74.0,61.0,60.0,66.0,59.0,63.0,81.0,78
6525,73.0,62.0,59.0,67.0,59.0,63.0,80.0,77
6526,67.0,61.0,59.0,68.0,60.0,61.0,79.0,78
6527,60.0,59.0,60.0,69.0,59.0,61.0,80.0,77
6528,63.0,59.0,61.0,71.0,66.0,62.0,79.0,78
6529,71.0,58.0,60.0,73.0,70.0,64.0,79.0,79
6530,76.0,58.0,60.0,75.0,69.0,63.0,80.0,80
6531,76.0,58.0,60.0,74.0,69.0,62.0,81.0,81
6532,77.0,56.0,60.0,73.0,68.0,61.0,81.0,79
6533,78.0,55.0,61.0,72.0,65.0,60.0,81.0,78
6534,77.0,54.0,61.0,70.0,64.0,60.0,80.0,78
6535,76.0,54.0,60.0,69.0,63.0,61.0,79.0,79
6536,76.0,55.0,60.0,70.0,62.0,64.0,77.0,80
6537,77.0,56.0,61.0,69.0,61.0,65.0,75.0,78
6538,76.0,55.0,61.0,70.0,60.0,64.0,74.0,77
6539,77.0,55.0,60.0,70.0,61.0,63.0,73.0,77
6540,77.0,55.0,59.0,71.0,62.0,62.0,74.0,79
6541,76.0,54.0,58.0,72.0,63.0,61.0,74.0,80
6542,75.0,54.0,59.0,71.0,62.0,60.0,73.0,79
6543,77.0,57.0,59.0,70.0,62.0,60.0,72.0,80
6544,76.0,56.0,60.0,71.0,63.0,62.0,73.0,79
6545,75.0,55.0,60.0,67.0,64.0,64.0,72.0,78
6546,76.0,55.0,61.0,62.0,65.0,63.0,71.0,76
6547,77.0,55.0,60.0,58.0,65.0,62.0,72.0,74
6548,78.0,67.0,59.0,58.0,67.0,60.0,73.0,73
6549,77.0,75.0,58.0,59.0,68.0,59.0,72.0,73
6550,76.0,76.0,59.0,60.0,69.0,60.0,71.0,72
6551,78.0,72.0,61.0,61.0,71.0,64.0,71.0,71
6552,85.0,60.0,65.0,62.0,72.0,74.0,71.0,72
6553,86.0,56.0,66.0,62.0,73.0,79.0,70.0,72
6554,85.0,53.0,66.0,63.0,73.0,81.0,71.0,74
6555,85.0,53.0,65.0,59.0,74.0,80.0,72.0,74
6556,85.0,54.0,64.0,56.0,76.0,80.0,71.0,76
6557,85.0,55.0,65.0,58.0,75.0,77.0,70.0,77
6558,86.0,54.0,63.0,60.0,74.0,66.0,71.0,76
6559,87.0,54.0,62.0,63.0,75.0,59.0,71.0,75
6560,84.0,55.0,60.0,62.0,74.0,58.0,72.0,76
6561,82.0,56.0,60.0,63.0,71.0,57.0,72.0,76
6562,80.0,62.0,60.0,62.0,72.0,56.0,72.0,77
6563,80.0,63.0,60.0,63.0,72.0,57.0,73.0,78
6564,81.0,64.0,61.0,64.0,72.0,59.0,72.0,77
6565,83.0,66.0,61.0,63.0,73.0,60.0,70.0,77
6566,84.0,71.0,61.0,62.0,74.0,61.0,66.0,79
6567,85.0,71.0,61.0,61.0,74.0,60.0,63.0,81
6568,86.0,69.0,61.0,61.0,74.0,60.0,62.0,80
6569,85.0,63.0,62.0,60.0,75.0,60.0,61.0,78
6570,82.0,60.0,62.0,61.0,76.0,59.0,61.0,77
6571,80.0,53.0,62.0,61.0,76.0,58.0,60.0,78
6572,73.0,52.0,61.0,62.0,75.0,58.0,61.0,79
6573,72.0,51.0,61.0,62.0,75.0,58.0,60.0,77
6574,73.0,52.0,62.0,68.0,75.0,59.0,59.0,76
6575,74.0,54.0,63.0,74.0,74.0,60.0,60.0,75
6576,74.0,55.0,69.0,72.0,72.0,59.0,61.0,73
6577,73.0,55.0,88.0,71.0,71.0,58.0,60.0,74
6578,73.0,56.0,83.0,72.0,70.0,58.0,60.0,75
6579,74.0,57.0,81.0,71.0,69.0,59.0,61.0,76
6580,72.0,58.0,77.0,67.0,68.0,58.0,62.0,77
6581,69.0,59.0,72.0,63.0,69.0,59.0,63.0,78
6582,68.0,58.0,65.0,60.0,65.0,58.0,65.0,77
6583,65.0,59.0,59.0,59.0,62.0,59.0,67.0,76
6584,64.0,58.0,58.0,60.0,61.0,60.0,68.0,74
6585,62.0,57.0,57.0,61.0,60.0,60.0,67.0,73
6586,61.0,55.0,56.0,61.0,61.0,61.0,74.0,73
6587,63.0,53.0,57.0,60.0,61.0,60.0,77.0,76
6588,64.0,54.0,58.0,61.0,62.0,59.0,77.0,78
6589,65.0,55.0,59.0,62.0,63.0,58.0,75.0,77
6590,67.0,56.0,59.0,62.0,66.0,57.0,74.0,76
6591,68.0,59.0,60.0,61.0,68.0,57.0,70.0,76
6592,68.0,62.0,61.0,62.0,69.0,57.0,70.0,75
6593,68.0,60.0,63.0,60.0,69.0,58.0,71.0,74
6594,67.0,57.0,61.0,59.0,69.0,58.0,73.0,74
6595,67.0,56.0,62.0,58.0,66.0,58.0,73.0,73
6596,69.0,57.0,63.0,57.0,67.0,59.0,73.0,74
6597,73.0,57.0,60.0,58.0,70.0,58.0,73.0,73
6598,73.0,55.0,58.0,59.0,80.0,57.0,72.0,72
6599,72.0,56.0,57.0,60.0,96.0,57.0,72.0,71
6600,74.0,56.0,57.0,61.0,79.0,55.0,71.0,71
6601,78.0,55.0,57.0,62.0,82.0,56.0,70.0,71
6602,79.0,55.0,58.0,63.0,81.0,57.0,71.0,73
6603,81.0,54.0,59.0,65.0,81.0,58.0,70.0,73
6604,82.0,55.0,60.0,66.0,83.0,59.0,69.0,73
6605,81.0,56.0,59.0,67.0,85.0,58.0,69.0,74
6606,80.0,56.0,58.0,66.0,87.0,59.0,70.0,75
6607,79.0,55.0,59.0,70.0,85.0,60.0,71.0,77
6608,78.0,55.0,59.0,69.0,82.0,59.0,72.0,80
6609,79.0,54.0,60.0,67.0,82.0,57.0,73.0,80
6610,78.0,53.0,61.0,65.0,81.0,56.0,73.0,78
6611,80.0,53.0,59.0,66.0,81.0,57.0,72.0,79
6612,79.0,53.0,58.0,66.0,81.0,56.0,71.0,81
6613,79.0,54.0,59.0,68.0,81.0,57.0,70.0,83
6614,78.0,55.0,59.0,69.0,82.0,57.0,68.0,82
6615,77.0,56.0,58.0,68.0,85.0,58.0,70.0,82
6616,76.0,57.0,59.0,67.0,85.0,59.0,69.0,82
6617,75.0,58.0,60.0,66.0,84.0,59.0,69.0,83
6618,74.0,57.0,61.0,67.0,85.0,58.0,70.0,83
6619,75.0,58.0,62.0,65.0,84.0,58.0,70.0,84
6620,76.0,59.0,63.0,58.0,83.0,56.0,69.0,82
6621,77.0,60.0,62.0,55.0,84.0,57.0,67.0,83
6622,78.0,61.0,61.0,56.0,83.0,59.0,64.0,81
6623,77.0,62.0,59.0,56.0,82.0,61.0,55.0,80
6624,73.0,64.0,58.0,57.0,80.0,59.0,51.0,81
6625,74.0,63.0,57.0,58.0,78.0,60.0,63.0,83
6626,74.0,60.0,56.0,59.0,77.0,61.0,69.0,79
6627,76.0,58.0,55.0,60.0,78.0,60.0,73.0,76
6628,73.0,59.0,56.0,63.0,77.0,59.0,74.0,78
6629,72.0,68.0,56.0,65.0,74.0,59.0,74.0,79
6630,74.0,66.0,57.0,64.0,73.0,57.0,74.0,81
6631,75.0,66.0,58.0,63.0,74.0,56.0,75.0,83
6632,73.0,65.0,61.0,63.0,75.0,57.0,75.0,82
6633,71.0,65.0,58.0,64.0,74.0,58.0,75.0,81
6634,71.0,64.0,56.0,63.0,75.0,59.0,76.0,79
6635,71.0,62.0,57.0,61.0,76.0,58.0,76.0,78
6636,72.0,62.0,56.0,58.0,70.0,57.0,77.0,77
6637,73.0,62.0,57.0,58.0,67.0,56.0,78.0,76
6638,78.0,63.0,58.0,57.0,66.0,55.0,78.0,77
6639,79.0,62.0,57.0,57.0,67.0,55.0,78.0,77
6640,78.0,61.0,57.0,57.0,68.0,56.0,78.0,76
6641,79.0,61.0,57.0,57.0,67.0,57.0,79.0,77
6642,78.0,62.0,58.0,58.0,68.0,56.0,80.0,78
6643,75.0,63.0,59.0,59.0,71.0,55.0,82.0,79
6644,74.0,64.0,60.0,60.0,70.0,56.0,82.0,81
6645,74.0,63.0,61.0,59.0,68.0,57.0,83.0,82
6646,75.0,63.0,63.0,59.0,62.0,58.0,84.0,81
6647,76.0,64.0,62.0,60.0,56.0,58.0,82.0,78
6648,78.0,64.0,61.0,59.0,57.0,58.0,82.0,77
6649,79.0,61.0,62.0,59.0,56.0,57.0,80.0,76
6650,77.0,59.0,61.0,60.0,57.0,56.0,80.0,78
6651,72.0,59.0,60.0,62.0,58.0,55.0,81.0,79
6652,73.0,59.0,59.0,60.0,57.0,55.0,81.0,80
6653,75.0,59.0,57.0,61.0,57.0,56.0,79.0,79
6654,80.0,60.0,56.0,60.0,58.0,57.0,77.0,78
6655,78.0,58.0,57.0,61.0,57.0,56.0,76.0,80
6656,74.0,59.0,58.0,62.0,57.0,55.0,77.0,82
6657,69.0,59.0,57.0,63.0,56.0,56.0,76.0,81
6658,70.0,60.0,58.0,60.0,56.0,54.0,75.0,79
6659,71.0,61.0,57.0,59.0,57.0,54.0,74.0,76
6660,73.0,61.0,56.0,59.0,58.0,56.0,71.0,75
6661,74.0,60.0,57.0,58.0,58.0,58.0,69.0,74
6662,74.0,60.0,58.0,59.0,57.0,56.0,67.0,75
6663,75.0,60.0,59.0,60.0,57.0,55.0,66.0,76
6664,76.0,61.0,58.0,59.0,58.0,55.0,66.0,77
6665,76.0,61.0,59.0,58.0,58.0,56.0,66.0,79
6666,77.0,61.0,60.0,58.0,60.0,56.0,68.0,80
6667,77.0,59.0,58.0,57.0,61.0,55.0,69.0,79
6668,78.0,61.0,57.0,58.0,59.0,56.0,86.0,82
6669,76.0,61.0,56.0,60.0,58.0,55.0,91.0,83
6670,75.0,61.0,57.0,59.0,58.0,55.0,90.0,81
6671,74.0,61.0,56.0,59.0,59.0,54.0,89.0,80
6672,71.0,62.0,57.0,59.0,58.0,55.0,84.0,81
6673,70.0,61.0,58.0,57.0,59.0,56.0,79.0,83
6674,70.0,62.0,57.0,55.0,58.0,56.0,76.0,84
6675,69.0,64.0,57.0,56.0,58.0,58.0,77.0,84
6676,69.0,63.0,58.0,57.0,57.0,57.0,77.0,84
6677,68.0,62.0,59.0,58.0,58.0,58.0,76.0,86
6678,69.0,62.0,60.0,58.0,58.0,57.0,76.0,84
6679,70.0,63.0,61.0,59.0,59.0,55.0,76.0,83
6680,71.0,64.0,63.0,59.0,60.0,56.0,73.0,82
6681,72.0,63.0,62.0,58.0,62.0,55.0,70.0,83
6682,71.0,62.0,59.0,58.0,66.0,55.0,71.0,84
6683,70.0,62.0,57.0,59.0,64.0,56.0,70.0,83
6684,71.0,63.0,56.0,61.0,62.0,55.0,70.0,82
6685,72.0,64.0,57.0,62.0,63.0,54.0,68.0,80
6686,75.0,64.0,58.0,60.0,64.0,55.0,69.0,79
6687,76.0,65.0,57.0,61.0,65.0,54.0,70.0,75
6688,76.0,66.0,58.0,60.0,66.0,55.0,70.0,74
6689,75.0,68.0,59.0,59.0,64.0,56.0,71.0,73
6690,74.0,68.0,58.0,58.0,60.0,55.0,71.0,75
6691,75.0,69.0,57.0,59.0,59.0,56.0,74.0,77
6692,74.0,68.0,58.0,59.0,59.0,55.0,75.0,76
6693,74.0,67.0,55.0,59.0,60.0,54.0,75.0,74
6694,75.0,66.0,57.0,60.0,59.0,55.0,77.0,72
6695,76.0,63.0,58.0,61.0,58.0,56.0,77.0,72
6696,81.0,62.0,57.0,59.0,56.0,57.0,78.0,72
6697,79.0,62.0,56.0,60.0,56.0,58.0,75.0,71
6698,80.0,62.0,56.0,59.0,56.0,57.0,74.0,72
6699,78.0,62.0,56.0,60.0,58.0,56.0,74.0,72
6700,74.0,62.0,58.0,59.0,59.0,55.0,74.0,71
6701,72.0,61.0,59.0,58.0,60.0,56.0,74.0,73
6702,68.0,59.0,59.0,57.0,61.0,57.0,81.0,72
6703,65.0,60.0,62.0,57.0,62.0,58.0,82.0,76
6704,67.0,61.0,60.0,58.0,62.0,57.0,81.0,80
6705,67.0,62.0,58.0,58.0,61.0,56.0,82.0,82
6706,67.0,61.0,58.0,57.0,59.0,55.0,80.0,83
6707,69.0,60.0,56.0,58.0,58.0,56.0,75.0,82
6708,69.0,60.0,57.0,57.0,59.0,55.0,74.0,83
6709,69.0,60.0,57.0,58.0,61.0,54.0,69.0,83
6710,69.0,61.0,58.0,59.0,61.0,55.0,65.0,82
6711,75.0,61.0,59.0,59.0,60.0,52.0,67.0,83
6712,76.0,64.0,59.0,59.0,60.0,53.0,68.0,84
6713,76.0,64.0,59.0,61.0,61.0,54.0,68.0,85
6714,74.0,63.0,58.0,61.0,60.0,55.0,68.0,87
6715,74.0,61.0,59.0,61.0,60.0,56.0,69.0,86
6716,75.0,61.0,60.0,61.0,59.0,55.0,70.0,85
6717,74.0,63.0,59.0,59.0,58.0,55.0,66.0,84
6718,73.0,63.0,60.0,58.0,58.0,56.0,67.0,84
6719,73.0,64.0,61.0,59.0,59.0,56.0,67.0,85
6720,74.0,64.0,60.0,60.0,60.0,57.0,71.0,86
6721,76.0,64.0,58.0,59.0,60.0,57.0,73.0,88
6722,79.0,64.0,57.0,59.0,60.0,56.0,71.0,89
6723,80.0,64.0,58.0,57.0,62.0,57.0,69.0,88
6724,78.0,61.0,58.0,58.0,62.0,56.0,70.0,87
6725,76.0,59.0,57.0,59.0,60.0,55.0,70.0,87
6726,77.0,59.0,58.0,59.0,58.0,55.0,70.0,86
6727,78.0,58.0,59.0,59.0,59.0,55.0,71.0,82
6728,79.0,58.0,60.0,60.0,62.0,55.0,71.0,79
6729,78.0,61.0,59.0,61.0,63.0,54.0,73.0,77
6730,75.0,61.0,58.0,61.0,64.0,55.0,75.0,76
6731,72.0,61.0,59.0,61.0,59.0,55.0,70.0,75
6732,70.0,63.0,58.0,62.0,58.0,54.0,70.0,76
6733,70.0,65.0,60.0,62.0,58.0,54.0,69.0,77
6734,71.0,62.0,59.0,61.0,59.0,56.0,70.0,78
6735,72.0,60.0,58.0,62.0,57.0,55.0,71.0,79
6736,73.0,60.0,58.0,61.0,58.0,56.0,72.0,80
6737,72.0,60.0,58.0,61.0,59.0,55.0,75.0,79
6738,73.0,62.0,59.0,64.0,59.0,54.0,76.0,81
6739,74.0,62.0,58.0,64.0,59.0,53.0,77.0,81
6740,74.0,63.0,59.0,63.0,61.0,54.0,80.0,80
6741,73.0,65.0,61.0,63.0,62.0,55.0,82.0,79
6742,74.0,65.0,62.0,63.0,62.0,56.0,84.0,77
6743,73.0,65.0,61.0,64.0,63.0,55.0,84.0,76
6744,76.0,63.0,60.0,65.0,67.0,54.0,85.0,77
